,categories,genres,id,is_free,playtime_forever,price,tags,total_negative_reviews,total_positive_reviews,diffdate,re_year,re_month,re_day,pur_year,pur_month,pur_day,pur_to_now
0,3.2011953960467445,2.794808760166817,0,0,0.0,9.343198404080705e-06,3.034072885982745,-0.13607745239447794,-0.3571815915651161,8.921682098765433e-05,2013,12,10,2018,7,2,0.3110710164821469
1,2.882030834662412,4.8255663430420705,1,1,0.016666666666666666,0.0,2.23414624135912,-0.1360776482172964,-0.3571818027452971,2.5291495198902607e-05,2015,8,12,2016,11,26,0.3111465068360206
2,3.5418687692572806,2.794808760166817,2,0,0.0,1.262594378929825e-05,2.3658216288720366,-0.13607629581595632,-0.35717999046838556,8.659122085048013e-05,2014,1,28,2018,7,2,0.3110710164821469
3,4.575640890894576,4.179596037018112,3,0,1.5333333333333334,2.4999368702810534e-05,3.947326048027911,-0.1360740866897854,-0.35714364811402577,0.0001304226680384088,2010,3,31,2016,11,28,0.3111462478639661
4,3.879960522502021,3.3647946020474913,4,0,22.33333333333333,1.2120906037726321e-05,4.9637925394895035,-0.13607658139089993,-0.35717646696639693,0.00010947145061728396,2012,7,30,2018,3,4,0.3110865548054142
5,5.9792045923772985,4.8255663430420705,5,0,2.933333333333333,1.5519371704979393e-05,4.941053227127834,-0.13607150263253812,-0.35717303063580397,5.509272806373801e-05,2019,3,26,2022,1,17,0.31090320259086
6,3.1045110954532,3.1819480006322123,6,0,2.6166666666666667,9.09067952829474e-06,3.2655505125381934,-0.13607553700253475,-0.35715774817298834,0.00010405949931412896,2012,10,23,2018,2,16,0.3110886265818499
7,5.185134384601341,4.012564102564103,7,1,0.15,0.0,2.8939778133475618,-0.13607764209783332,-0.35718179669428907,3.43471364883402e-05,2016,4,28,2018,1,29,0.31109095733034
8,3.124108611711675,4.483978823694948,8,0,0.016666666666666666,1.01007550314386e-05,4.02403568243793,-0.1360775686642764,-0.35718068209860593,9.280692729766805e-05,2014,2,25,2018,11,23,0.3110523704942261
9,2.387991664932964,3.83800851767099,9,0,0.016666666666666666,2.2221661069164924e-05,2.819591837511318,-0.13607762577926513,-0.35718178822287777,3.5365226337448564e-06,2017,10,17,2017,12,22,0.3110958777993746
10,2.8895699477612466,3.83800851767099,10,0,0.0,1.7171283553445618e-05,2.835751117379391,-0.13607622034257835,-0.35717825080357063,0.00014392575445816187,2010,9,23,2018,1,30,0.31109082784431275
11,2.921225867179362,3.882178930634554,11,0,0.0,6.312971894649125e-06,3.6035216902965646,-0.1360775768235605,-0.35718172710769647,7.06232853223594e-05,2013,11,13,2017,6,23,0.31111944425633004
12,4.320305377082841,3.5336257309941534,12,1,0.0,0.0,3.265267639272858,-0.1360771178638297,-0.35718175010152703,1.1841992455418381e-05,2018,12,11,2019,7,20,0.31102142333371874
13,6.015530917633844,3.83296341216358,13,0,20.566666666666666,8.333122900936845e-06,4.96680817187835,-0.13607549008665115,-0.3571759719939383,2.089763374485597e-06,2016,8,31,2016,10,9,0.3111527221653275
14,6.800128596579999,2.94705620242772,14,0,0.6333333333333333,1.4393575919800007e-05,3.3508779519017224,-0.1360765242759112,-0.35717826411578835,3.638331618655693e-05,2016,8,3,2018,6,13,0.31107347671666424
15,4.668607396825407,3.9618144039299934,15,1,0.016666666666666666,0.0,3.679675407445037,-0.13607758702266562,-0.35718171561078116,0.00014087148491083679,2010,7,6,2017,9,16,0.31110843794401566
16,4.6234876749071265,3.83296341216358,16,0,3.3,1.7171283553445618e-05,4.91928020880921,-0.1360750188879942,-0.35716876705865086,0.00010400591563786009,2012,9,20,2018,1,13,0.3110930291067756
17,4.004223453634263,3.4214171864171874,17,0,0.0,2.8282114088028082e-05,3.3655375563470797,-0.13606940326071026,-0.35715573500260944,8.005401234567902e-05,2015,4,27,2019,5,30,0.3110280271211074
18,4.376344718166285,3.8715259537210764,18,0,0.0,2.8282114088028082e-05,3.528317047377488,-0.13606178452917903,-0.3571630984743079,3.4829389574759945e-05,2016,5,9,2018,2,18,0.3110883676097954
19,4.575640890894576,3.524440725904141,19,0,0.0,9.09067952829474e-06,3.2730628888223157,-0.13607741363787842,-0.35718177188515604,7.207004458161866e-05,2015,4,16,2018,12,21,0.3110487448854638
20,3.449373675926715,0.7833333333333333,20,0,0.16666666666666666,1.7171283553445618e-05,2.3957861268331704,-0.13607714234168203,-0.3571811377395122,0.00014049639917695475,2010,11,26,2018,1,30,0.31109082784431275
21,4.523713465993123,4.27802707396006,21,0,1.6166666666666667,2.2221661069164924e-05,3.7454891268213872,-0.13607401733587055,-0.3571767301852472,4.297410836762689e-05,2014,9,18,2016,11,28,0.3111462478639661
22,3.412064667147118,3.502095768537417,22,0,0.0,2.2221661069164924e-05,2.579342988488487,-0.13607388066786183,-0.35716945021745994,1.5110596707818932e-05,2017,8,7,2018,5,16,0.3110771023254266
23,3.7524853801169575,2.121017488076312,23,1,0.05,0.0,2.0849801034311906,-0.1360776482172964,-0.357181815452414,2.861368312757202e-05,2016,6,3,2017,11,19,0.31110015083827314
24,4.73630517449479,3.730487804878049,24,0,0.0,3.2574934976389486e-05,3.427242190106528,-0.13607467415824084,-0.35717769471593064,3.6651234567901234e-05,2017,5,18,2019,4,2,0.31103553731068656
25,2.941081871345027,4.8255663430420705,25,0,0.0,2.4999368702810534e-05,3.612682869921156,-0.13607659362982608,-0.3571760282683132,0.00016198345336076818,2010,1,28,2018,5,9,0.3110780087276172
26,3.539738368180473,3.9526980050560674,26,0,0.21666666666666667,3.7877831367894756e-06,4.659374609831917,-0.13607643044414403,-0.35717879055348883,2.5988082990397807e-05,2016,8,11,2017,12,9,0.31109756111772857
27,2.935053889289265,4.142391304347826,27,0,0.0,1.2120906037726321e-05,2.5941698519428074,-0.1360768894038748,-0.3571797248291321,8.643046982167352e-05,2015,1,26,2019,6,27,0.311024401512345
28,4.130268304571708,3.524440725904141,28,0,0.0,1.2120906037726321e-05,3.7050733874399855,-0.13607749931036153,-0.3571816175844507,0.00017800497256515775,2009,11,16,2018,12,21,0.3110487448854638
29,5.710496888315179,3.1819480006322123,29,0,4.216666666666667,1.7171283553445618e-05,4.000845601077586,-0.13607450281327466,-0.3571598381911695,1.6075102880658437e-07,2017,9,29,2017,10,2,0.31110636616758003
30,3.484731333813785,4.2328151507559815,30,0,4.266666666666667,1.7171283553445618e-05,4.241853552366731,-0.13607749931036153,-0.35718104818459306,1.3020833333333334e-05,2017,4,11,2017,12,10,0.31109743163170134
31,5.486526849447117,3.83296341216358,31,0,4.333333333333333,1.7676321305017553e-05,5.3116255496719305,-0.13607721577523896,-0.35717900899487953,2.577374828532236e-05,2018,3,18,2019,7,12,0.3110224592219366
32,7.942849414363971,2.5650540472599297,32,0,2.1,1.7676321305017553e-05,2.330422322775264,-0.13607751766875076,-0.3571811468160243,2.8077846364883406e-05,2016,9,22,2018,2,28,0.31108707274952313
33,3.124108611711675,3.4214171864171874,33,0,0.9166666666666666,1.0858311658796494e-05,1.9896964660460923,-0.13607728308933278,-0.35718067483739624,1.066315157750343e-05,2018,7,2,2019,1,17,0.31104524876272865
34,3.124108611711675,3.524440725904141,34,0,0.0,1.01007550314386e-05,2.8662075870883363,-0.13607733612467945,-0.35718081037997657,0.0,2018,10,23,2018,10,23,0.3110563845610702
35,4.544785152040672,3.83800851767099,35,0,2.85,2.3989293199666677e-05,3.3317682711954375,-0.13607516371528702,-0.3571714869867702,9.232467421124829e-05,2012,6,28,2017,3,17,0.31113213388699834
36,5.4696812130647166,5.227875722240875,36,0,56.66666666666666,3.2574934976389486e-05,5.989694013465723,-0.13606184368398874,-0.3571705351632037,8.09113511659808e-06,2017,12,8,2018,5,8,0.31107813821364444
37,4.476160470700926,4.012564102564103,37,0,0.0,2.52518875785965e-05,2.60620946232918,-0.13607515351618188,-0.3571791977863308,5.149391289437586e-05,2016,11,8,2019,6,27,0.311024401512345
38,3.539738368180473,3.83296341216358,38,0,4.516666666666667,1.2120906037726321e-05,4.603244220936437,-0.13607713214257688,-0.3571793303034071,5.51911865569273e-06,2017,8,17,2017,11,28,0.3110989854640281
39,5.986412038490152,2.979513002873651,39,0,3.083333333333333,1.2120906037726321e-05,3.6656673460557996,-0.13607547988754604,-0.3571597861525002,4.940414951989027e-05,2014,5,15,2016,11,22,0.3111470247801295
40,3.412064667147118,4.142391304347826,40,0,0.0,1.7171283553445618e-05,2.03751218339286,-0.1360772769698697,-0.35717869252715845,5.079732510288066e-05,2016,4,18,2018,11,22,0.31105249998025336
41,3.412064667147118,3.502095768537417,41,0,1.7,1.7676321305017553e-05,3.501919028100069,-0.1360774809519723,-0.35718044429398943,4.447445130315501e-06,2019,4,5,2019,6,27,0.311024401512345
42,3.412064667147118,4.16719445946135,42,0,11.516666666666667,2.2726698820736852e-05,3.3716562013846825,-0.1360618069672103,-0.35716698866738444,2.357681755829904e-06,2018,2,13,2018,3,29,0.3110833176547335
43,3.412064667147118,3.0178520981214514,43,0,6.5,1.2373424913512286e-05,2.9151608798802835,-0.13607576138284758,-0.3571789363827829,6.322873799725652e-06,2016,8,2,2016,11,28,0.3111462478639661
